entry_id,date,amount,account_code,memo,vendor_id,journal_ref,created_by
GL_1157,2026-08-14,296.06,ACC_5020,Booking for Weyland Industries,VEND_25,JRN-4514,osmith
GL_1158,2026-08-20,467.49,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-1747,jasonjohnson
GL_1159,2026-08-04,4043.16,ACC_8010,Booking for Dunder Supplies,VEND_10,JRN-5656,daviddawson
GL_1160,2026-08-15,1637.22,ACC_5010,Booking for Massive Dynamic,VEND_19,JRN-2179,brooksdanielle
GL_1161,2026-08-05,978.01,ACC_8020,Booking for Multi Corp,VEND_30,JRN-2536,wheelerbrandon
GL_1162,2026-08-25,4395.62,ACC_5020,Booking for Vandelay Trading,VEND_09,JRN-6518,valdezandrew
GL_1163,2026-08-15,4299.3,ACC_8010,Booking for Vandelay Trading,VEND_09,JRN-6884,butleromar
GL_1164,2026-08-03,3442.78,ACC_6020,Booking for Momcorp Industries,VEND_33,JRN-4991,thomas23
GL_1165,2026-08-22,309.11,ACC_6020,Booking for Wayne Enterprises,VEND_04,JRN-6578,turnerdorothy
GL_1166,2026-08-04,1524.24,ACC_5020,Booking for Pied Piper Tech,VEND_11,JRN-1748,cindy26
GL_1167,2026-08-08,2002.29,ACC_6020,Booking for Multi Corp,VEND_30,JRN-7355,huntchristine
GL_1168,2026-08-03,983.34,ACC_5010,Booking for Umbrella Corp,VEND_07,JRN-1544,daniel17
GL_1169,2026-08-11,1777.88,ACC_5010,Booking for Pawnee Power,VEND_39,JRN-7677,chelseastrickland
GL_1170,2026-08-15,287.58,ACC_8020,Booking for Dunder Supplies,VEND_10,JRN-1213,michaelortiz
GL_1171,2026-08-03,4688.65,ACC_7020,Booking for Tyrell Systems,VEND_24,JRN-8020,benjamincrawford
GL_1173,2026-08-05,439.37,ACC_8020,Booking for Primatech Paper,VEND_26,JRN-1963,haleycastillo
GL_1174,2026-08-15,4369.32,ACC_5010,Booking for Omni Consumer,VEND_34,JRN-9957,aaronpowers
GL_1175,2026-08-06,4169.69,ACC_7020,Booking for Initech Solutions,VEND_06,JRN-8196,conleyelizabeth
GL_1176,2026-08-10,906.21,ACC_6020,Booking for Delos Hospitality,VEND_23,JRN-5305,stacychan
GL_1177,2026-08-23,2894.55,ACC_5010,Booking for ACME Corp,VEND_01,JRN-4958,cummingscraig
GL_1178,2026-08-09,481.26,ACC_8020,Booking for Bachman Electric,VEND_38,JRN-5375,dawn74
GL_1179,2026-08-15,4675.72,ACC_5020,Booking for Veridian Dynamics,VEND_32,JRN-4568,steven12
GL_1180,2026-08-24,118.02,ACC_6010,Booking for Sirius Cybernetics,VEND_29,JRN-5734,phelpsmichael
GL_1181,2026-08-07,3755.14,ACC_6020,Booking for Bluth Builders,VEND_13,JRN-4686,ronald11
GL_1182,2026-08-12,1127.84,ACC_5010,Booking for Bluth Builders,VEND_13,JRN-1045,smithdevon
GL_1183,2026-08-12,4087.52,ACC_7020,Booking for Globex Inc,VEND_02,JRN-9040,markkline
GL_1184,2026-08-14,2110.9,ACC_7020,Booking for Delos Hospitality,VEND_23,JRN-7176,natalie15
GL_1185,2026-08-15,2199.08,ACC_5020,Booking for Hooli Services,VEND_12,JRN-6475,ian66
GL_1186,2026-08-22,3473.9,ACC_6020,Booking for InGen Biotech,VEND_28,JRN-1131,ynelson
GL_1187,2026-08-04,3283.16,ACC_5020,Booking for Gekko Capital,VEND_40,JRN-6700,pmarsh
GL_1188,2026-08-17,2948.04,ACC_5010,Booking for Stark Logistics,VEND_03,JRN-2194,danielhorton
GL_1189,2026-08-07,1192.54,ACC_6020,Booking for Multi Corp,VEND_30,JRN-6129,jarvismegan
GL_1190,2026-08-26,4578.74,ACC_6020,Booking for Dharma Provisions,VEND_27,JRN-3130,perrybrittany
GL_1191,2026-08-26,1197.29,ACC_6020,Booking for Massive Dynamic,VEND_19,JRN-4008,ywhite
GL_1192,2026-08-14,260.11,ACC_6020,Booking for Globex Inc,VEND_02,JRN-2732,cheryl27
GL_1193,2026-08-06,4799.89,ACC_7020,Booking for InGen Biotech,VEND_28,JRN-9802,arodriguez
GL_1194,2026-08-07,3119.71,ACC_6020,Booking for Primatech Paper,VEND_26,JRN-4010,qwilliams
GL_1195,2026-08-19,2202.6,ACC_8010,Booking for Weyland Industries,VEND_25,JRN-2001,alexander89
GL_1196,2026-08-08,587.93,ACC_8020,Booking for Vandelay Trading,VEND_09,JRN-4060,tiffanysantiago
GL_1197,2026-08-11,1098.44,ACC_8010,Booking for Initech Solutions,VEND_06,JRN-3448,april91
GL_1198,2026-08-20,3567.12,ACC_5020,Booking for Initech Solutions,VEND_06,JRN-4626,pstanley
GL_1199,2026-08-06,1274.64,ACC_6010,Booking for Prestige Worldwide,VEND_15,JRN-6423,rreed
GL_1200,2026-08-23,353.57,ACC_5020,Booking for Initech Solutions,VEND_06,JRN-1249,jhernandez
GL_1201,2026-08-15,4643.28,ACC_5010,Booking for Soylent Industries,VEND_08,JRN-1652,smithsarah
GL_1202,2026-08-16,4238.66,ACC_7020,Booking for Los Pollos Dist.,VEND_14,JRN-1760,kchristian
GL_1203,2026-08-16,4800.66,ACC_8010,Booking for Cyberdyne Systems,VEND_05,JRN-7783,waltonmalik
GL_1204,2026-08-06,1563.9,ACC_7020,Booking for Hooli Services,VEND_12,JRN-5149,tara08
GL_1205,2026-08-12,2471.16,ACC_5020,Booking for Gekko Capital,VEND_40,JRN-1228,andreagray
GL_1206,2026-08-07,3069.94,ACC_5020,Booking for  Freight,VEND_35,JRN-2911,christianwallace
GL_1207,2026-08-04,4503.0,ACC_5010,Booking for Globex Inc,VEND_02,JRN-7291,fmiller
GL_1208,2026-08-16,1076.26,ACC_6020,Booking for Initech Solutions,VEND_06,JRN-8275,fstewart
GL_1209,2026-08-14,2612.02,ACC_5020,Booking for Primatech Paper,VEND_26,JRN-3229,garciarobert
GL_1210,2026-08-19,3986.45,ACC_8010,Booking for Bachman Electric,VEND_38,JRN-1106,petersenlatoya
GL_1211,2026-08-24,2490.38,ACC_6020,Booking for Sirius Cybernetics,VEND_29,JRN-6480,pamela83
GL_1212,2026-08-14,1078.63,ACC_6020,Booking for Delos Hospitality,VEND_23,JRN-6473,xclements
GL_1213,2026-08-15,919.52,ACC_8010,Booking for Stark Logistics,VEND_03,JRN-9897,velasquezmegan
GL_1214,2026-08-01,662.43,ACC_8010,Booking for Oceanic Freight,VEND_21,JRN-4048,ann99
GL_1215,2026-08-23,1921.14,ACC_5020,Booking for Dunder Supplies,VEND_10,JRN-7938,xmoran
GL_1216,2026-08-07,2380.35,ACC_6020,Booking for Oceanic Freight,VEND_21,JRN-3744,wwilson
GL_1217,2026-08-07,604.41,ACC_5020,Booking for Rekall Solutions,VEND_18,JRN-7866,aaronkelly
GL_1218,2026-08-26,4313.57,ACC_5020,Booking for Cyberdyne Systems,VEND_05,JRN-1138,amy51
GL_1219,2026-08-07,1065.9,ACC_8010,Booking for Veridian Dynamics,VEND_32,JRN-3317,princetravis
GL_1221,2026-08-12,187.4,ACC_6020,Booking for Lestrade & Co,VEND_37,JRN-6795,nrodriguez
GL_1222,2026-08-17,291.69,ACC_6010,Booking for Globex Inc,VEND_02,JRN-2273,jacobconrad
GL_1223,2026-08-11,3793.09,ACC_6020,Booking for Primatech Paper,VEND_26,JRN-8568,ylewis
GL_1224,2026-08-16,3102.15,ACC_8010,Booking for Primatech Paper,VEND_26,JRN-3065,jenniferrodriguez
GL_1225,2026-08-17,4258.49,ACC_7020,Booking for Soylent Industries,VEND_08,JRN-2876,owilliams
GL_1226,2026-08-04,243.51,ACC_5020,Booking for Wayne Enterprises,VEND_04,JRN-6640,bartonshannon
GL_1227,2026-08-06,531.28,ACC_5020,Booking for Tyrell Systems,VEND_24,JRN-4697,tamarasmith
GL_1228,2026-08-23,4353.27,ACC_8010,Booking for Nakatomi Trading,VEND_17,JRN-1100,tranryan
GL_1229,2026-08-11,3470.82,ACC_5020,Booking for Weyland Industries,VEND_25,JRN-4097,xglass
GL_1230,2026-08-05,1664.73,ACC_6020,Booking for Dunder Supplies,VEND_10,JRN-3756,heatherthompson
GL_1231,2026-08-14,3220.83,ACC_5010,Booking for Soylent Industries,VEND_08,JRN-3800,dalesandoval
GL_1232,2026-08-11,3885.96,ACC_5010,Booking for Frobozz Electric,VEND_31,JRN-6776,william66
GL_1234,2026-08-16,395.31,ACC_8020,Booking for ACME Corp,VEND_01,JRN-3039,joshuastuart
GL_1235,2026-08-04,1768.21,ACC_7020,Booking for Bachman Electric,VEND_38,JRN-9009,shawn22
GL_1236,2026-08-21,854.59,ACC_8020,Booking for Momcorp Industries,VEND_33,JRN-1070,vmorrison
GL_1237,2026-08-20,2615.97,ACC_8020,Booking for Primatech Paper,VEND_26,JRN-6997,megan85
GL_1238,2026-08-05,2358.68,ACC_8010,Booking for Umbrella Corp,VEND_07,JRN-2547,jamesweber
GL_1239,2026-08-01,2433.58,ACC_7020,Booking for Omni Consumer,VEND_34,JRN-2743,glenda22
GL_1241,2026-08-12,579.28,ACC_5010,Booking for Weyland Industries,VEND_25,JRN-9243,jennifer58
GL_1242,2026-08-20,1452.04,ACC_6020,Booking for Pawnee Power,VEND_39,JRN-4464,qaguilar
GL_1243,2026-08-10,664.42,ACC_6010,Booking for Stark Logistics,VEND_03,JRN-2336,icraig
GL_1244,2026-08-08,4424.74,ACC_8010,Booking for Primatech Paper,VEND_26,JRN-6127,natalie60
GL_1245,2026-08-06,3950.07,ACC_8010,Booking for Delos Hospitality,VEND_23,JRN-8598,johnsondustin
GL_1246,2026-08-06,2565.88,ACC_8020,Booking for Gekko Capital,VEND_40,JRN-8707,gonzalezkaren
GL_1247,2026-08-22,440.33,ACC_6010,Booking for Hooli Services,VEND_12,JRN-2543,tonyavega
GL_1248,2026-08-11,203.17,ACC_5020,Booking for Nakatomi Trading,VEND_17,JRN-1824,maryvaughn
GL_1249,2026-08-19,104.93,ACC_6020,Booking for Sterling Cooper,VEND_16,JRN-4872,james80
GL_1250,2026-08-17,2565.42,ACC_7020,Booking for Dunder Supplies,VEND_10,JRN-9765,lisa19
GL_1252,2026-08-12,1575.56,ACC_8020,Booking for Wernham Hogg,VEND_22,JRN-4538,juliahoffman
GL_1253,2026-08-10,3460.34,ACC_8010,Booking for Globex Inc,VEND_02,JRN-7151,williamrobles
GL_1254,2026-08-22,4971.03,ACC_8010,Booking for Delos Hospitality,VEND_23,JRN-3532,heather06
GL_1255,2026-08-24,537.44,ACC_8010,Booking for Weyland Industries,VEND_25,JRN-8857,ybutler
GL_1256,2026-08-21,3426.13,ACC_5020,Booking for Sirius Cybernetics,VEND_29,JRN-9340,tammy00
GL_1258,2026-08-14,3997.13,ACC_6020,Booking for Lestrade & Co,VEND_37,JRN-6434,james73
GL_1259,2026-08-24,820.94,ACC_5010,Booking for Dunder Supplies,VEND_10,JRN-2572,kari89
GL_1260,2026-08-10,416.62,ACC_8020,Booking for Massive Dynamic,VEND_19,JRN-3262,kimberlybrandt
GL_1261,2026-08-16,1598.53,ACC_5020,Booking for InGen Biotech,VEND_28,JRN-8811,shane12
GL_1262,2026-08-02,1332.01,ACC_5020,Booking for Delos Hospitality,VEND_23,JRN-4502,jillwilson
GL_1263,2026-08-17,3360.1,ACC_8010,Booking for Sorin Systems,VEND_36,JRN-5825,pattersonangela
GL_1264,2026-08-19,4599.47,ACC_8010,Booking for Massive Dynamic,VEND_19,JRN-3088,eugenesingleton
GL_1265,2026-08-14,2055.66,ACC_8020,Booking for Umbrella Corp,VEND_07,JRN-4746,riverajenna
GL_1266,2026-08-26,2931.69,ACC_5020,Booking for Bluth Builders,VEND_13,JRN-1969,billmcfarland
GL_1267,2026-08-03,1556.94,ACC_6010,Booking for Multi Corp,VEND_30,JRN-2452,ayalacolleen
GL_1268,2026-08-17,2265.32,ACC_6020,Booking for Oceanic Freight,VEND_21,JRN-5566,tracy98
GL_1269,2026-08-15,2160.48,ACC_7020,Booking for Dharma Provisions,VEND_27,JRN-5567,charles58
GL_1270,2026-08-01,4791.71,ACC_5020,Booking for Dharma Provisions,VEND_27,JRN-3157,susanmeyer
GL_1271,2026-08-12,723.65,ACC_8020,Booking for  Freight,VEND_35,JRN-9599,robertherrera
GL_1272,2026-08-22,129.17,ACC_6010,Booking for Omni Consumer,VEND_34,JRN-2081,baileynicole
GL_1273,2026-08-11,3012.26,ACC_7020,Booking for Massive Dynamic,VEND_19,JRN-6896,mark43
GL_1274,2026-08-24,3613.06,ACC_8010,Booking for Los Pollos Dist.,VEND_14,JRN-4215,wbarajas
GL_1275,2026-08-22,3234.37,ACC_5010,Booking for Dunder Supplies,VEND_10,JRN-3073,wilsonmichael
GL_1276,2026-08-04,429.0,ACC_5020,Booking for Dunder Supplies,VEND_10,JRN-3090,rebeccaaustin
GL_1277,2026-08-17,220.82,ACC_6010,Booking for Momcorp Industries,VEND_33,JRN-1830,susanfleming
GL_1278,2026-08-16,4915.21,ACC_6020,Booking for Sterling Cooper,VEND_16,JRN-3445,patrick16
GL_1279,2026-08-14,816.61,ACC_5020,Booking for Globex Inc,VEND_02,JRN-3149,amber40
GL_1280,2026-08-22,1279.34,ACC_5020,Booking for Momcorp Industries,VEND_33,JRN-8191,willie87
GL_1281,2026-08-10,3370.92,ACC_7020,Booking for Bachman Electric,VEND_38,JRN-6884,pwilliams
GL_1282,2026-08-15,2142.79,ACC_5020,Booking for InGen Biotech,VEND_28,JRN-2691,lukemiller
GL_1283,2026-08-20,1583.53,ACC_6010,Booking for Gekko Capital,VEND_40,JRN-4177,jacksonstephanie
GL_1284,2026-08-12,4817.7,ACC_5010,Booking for Multi Corp,VEND_30,JRN-3140,simsjason
GL_1285,2026-08-17,1132.82,ACC_7020,Booking for Omni Consumer,VEND_34,JRN-2532,michellecoleman
GL_1286,2026-08-15,3604.39,ACC_7020,Booking for Vandelay Trading,VEND_09,JRN-6496,harrismaria
GL_1287,2026-08-10,4625.04,ACC_5010,Booking for Cyberdyne Systems,VEND_05,JRN-7670,elucas
GL_1288,2026-08-25,3328.63,ACC_6020,Booking for Nakatomi Trading,VEND_17,JRN-7485,andrewlove
GL_1289,2026-08-03,320.15,ACC_6010,Booking for Pied Piper Tech,VEND_11,JRN-1047,millerbrian
GL_1290,2026-08-25,1234.52,ACC_8010,Booking for Sterling Cooper,VEND_16,JRN-1941,angela93
GL_1291,2026-08-02,3098.33,ACC_6020,Booking for Soylent Industries,VEND_08,JRN-4781,rickey76
GL_1292,2026-08-06,1673.68,ACC_8020,Booking for Sirius Cybernetics,VEND_29,JRN-8208,ystewart
GL_1293,2026-08-19,2826.69,ACC_7020,Booking for Bluth Builders,VEND_13,JRN-8530,nicholsdarlene
GL_1294,2026-08-24,894.24,ACC_6010,Booking for Omni Consumer,VEND_34,JRN-7518,avilabrenda
GL_1295,2026-08-07,262.87,ACC_5020,Booking for Vandelay Trading,VEND_09,JRN-9802,howardwesley
GL_1296,2026-08-19,2778.25,ACC_5020,Booking for Cyberdyne Systems,VEND_05,JRN-3163,kristin49
GL_1297,2026-08-07,2894.81,ACC_5010,Booking for Frobozz Electric,VEND_31,JRN-1375,campbellsara
GL_1298,2026-08-15,2194.81,ACC_8020,Booking for Weyland Industries,VEND_25,JRN-3652,qfoster
GL_1299,2026-08-04,2543.69,ACC_8010,Booking for Wayne Enterprises,VEND_04,JRN-2468,wellsamanda
GL_1300,2026-08-13,3546.04,ACC_7020,Booking for Cyberdyne Systems,VEND_05,JRN-2212,julierobles
GL_1301,2026-08-03,2718.68,ACC_7020,Booking for Sterling Cooper,VEND_16,JRN-5891,susan24
GL_1302,2026-08-17,1629.97,ACC_6020,Booking for Gekko Capital,VEND_40,JRN-1669,susan08
GL_1303,2026-08-21,246.89,ACC_6010,Booking for Wernham Hogg,VEND_22,JRN-9698,davidsmith
GL_1304,2026-08-18,4102.14,ACC_5020,Booking for Wernham Hogg,VEND_22,JRN-2955,fmedina
GL_1306,2026-08-23,4191.52,ACC_5010,Booking for Stark Logistics,VEND_03,JRN-5319,jason53
GL_1307,2026-08-20,3722.52,ACC_5020,Booking for Initech Solutions,VEND_06,JRN-9867,gwhitehead
GL_1308,2026-08-09,3644.32,ACC_6020,Booking for Umbrella Corp,VEND_07,JRN-2095,eugenewalker
GL_1309,2026-08-10,3929.56,ACC_8010,Booking for Prestige Worldwide,VEND_15,JRN-7342,james29
GL_1310,2026-08-18,2462.65,ACC_7020,Booking for Weyland Industries,VEND_25,JRN-3657,yorksarah
GL_1311,2026-08-04,2245.97,ACC_5020,Booking for Gekko Capital,VEND_40,JRN-2329,enewman
GL_1312,2026-08-08,550.75,ACC_5020,Booking for ACME Corp,VEND_01,JRN-2941,emily41
GL_1313,2026-08-24,1325.6,ACC_7020,Booking for Wayne Enterprises,VEND_04,JRN-1915,jessicafreeman
GL_1314,2026-08-11,1813.37,ACC_6010,Booking for Sterling Cooper,VEND_16,JRN-7649,michael31
GL_1315,2026-08-03,1325.97,ACC_7020,Booking for  Freight,VEND_35,JRN-7038,christine35
GL_1316,2026-08-23,1583.32,ACC_8020,Booking for Tyrell Systems,VEND_24,JRN-7843,nhayes
GL_1317,2026-08-23,2752.95,ACC_7020,Booking for Umbrella Corp,VEND_07,JRN-8544,heather29
GL_1318,2026-08-23,4757.76,ACC_5010,Booking for Veridian Dynamics,VEND_32,JRN-7277,lindsey62
GL_1319,2026-08-24,2809.53,ACC_5020,Booking for Soylent Industries,VEND_08,JRN-7455,edwardskristen
GL_1320,2026-08-05,275.57,ACC_8020,Booking for Sterling Cooper,VEND_16,JRN-6931,xhill
GL_1321,2026-08-16,4197.99,ACC_6020,Booking for Rekall Solutions,VEND_18,JRN-1990,erinrivera
GL_1322,2026-08-20,1981.29,ACC_6010,Booking for Globex Inc,VEND_02,JRN-5701,wford
GL_1323,2026-08-13,1003.69,ACC_8020,Booking for InGen Biotech,VEND_28,JRN-5173,tony12
GL_1324,2026-08-20,3796.94,ACC_6020,Booking for Wernham Hogg,VEND_22,JRN-1592,wilkinsonmichele
GL_1325,2026-08-19,1161.07,ACC_6020,Booking for Globex Inc,VEND_02,JRN-8069,patriciagonzalez
GL_1326,2026-08-14,4342.14,ACC_7020,Booking for Wayne Enterprises,VEND_04,JRN-4216,lunapatricia
GL_1327,2026-08-19,3624.18,ACC_6020,Booking for Omni Consumer,VEND_34,JRN-4089,hessbeth
GL_1328,2026-08-15,3753.61,ACC_5020,Booking for Sterling Cooper,VEND_16,JRN-7829,rebeccaarnold
GL_1329,2026-08-25,2759.74,ACC_6020,Booking for Wernham Hogg,VEND_22,JRN-1139,jvaldez
GL_1330,2026-08-22,1327.52,ACC_6010,Booking for Pawnee Power,VEND_39,JRN-7175,philip94
GL_1331,2026-08-15,2367.35,ACC_5020,Booking for Sirius Cybernetics,VEND_29,JRN-8432,stevendixon
GL_1332,2026-08-14,387.07,ACC_6010,Booking for Initech Solutions,VEND_06,JRN-3121,acox
GL_1333,2026-08-09,3853.29,ACC_5020,Booking for Rekall Solutions,VEND_18,JRN-7313,melaniedrake
GL_1334,2026-08-08,660.79,ACC_5020,Booking for Stark Logistics,VEND_03,JRN-8108,katherinetaylor
GL_1335,2026-08-18,3615.05,ACC_5010,Booking for Wayne Enterprises,VEND_04,JRN-2449,haroldfry
GL_1336,2026-08-01,3424.1,ACC_6020,Booking for Delos Hospitality,VEND_23,JRN-3406,jillwebb
GL_1337,2026-08-03,2584.0,ACC_6020,Booking for Soylent Industries,VEND_08,JRN-4546,billy73
GL_1338,2026-08-03,3245.25,ACC_7020,Booking for Massive Dynamic,VEND_19,JRN-3251,bakerjim
GL_1339,2026-08-21,1936.11,ACC_8020,Booking for Massive Dynamic,VEND_19,JRN-6628,aprilmoody
GL_1340,2026-08-21,225.12,ACC_6020,Booking for Pawnee Power,VEND_39,JRN-3478,dharrison
GL_1341,2026-08-13,4170.56,ACC_5010,Booking for Stark Logistics,VEND_03,JRN-9432,williamsdeborah
GL_1342,2026-08-19,2567.13,ACC_8010,Booking for Lestrade & Co,VEND_37,JRN-1643,padillaadrienne
GL_1343,2026-08-26,352.01,ACC_8020,Booking for Frobozz Electric,VEND_31,JRN-9077,mary49
GL_1344,2026-08-19,1536.02,ACC_7020,Booking for Sterling Cooper,VEND_16,JRN-2607,nicholasgray
GL_1345,2026-08-12,1231.36,ACC_8010,Booking for Oceanic Freight,VEND_21,JRN-7677,blacknicholas
GL_1346,2026-08-04,1824.72,ACC_8010,Booking for Momcorp Industries,VEND_33,JRN-4933,zacharygomez
GL_1347,2026-08-26,2152.37,ACC_8020,Booking for Lestrade & Co,VEND_37,JRN-6097,tommy79
GL_1348,2026-08-18,1298.91,ACC_7020,Booking for Dharma Provisions,VEND_27,JRN-7230,shawdon
GL_1349,2026-08-11,1638.29,ACC_7020,Booking for Initech Solutions,VEND_06,JRN-6551,jerryrobertson
GL_1350,2026-08-06,4394.39,ACC_5020,Booking for ACME Corp,VEND_01,JRN-3195,jason22
GL_1351,2026-08-05,4362.24,ACC_5020,Booking for InGen Biotech,VEND_28,JRN-6990,carolyn13
GL_1352,2026-08-17,4601.25,ACC_5010,Booking for InGen Biotech,VEND_28,JRN-6974,ushepherd
GL_1353,2026-08-04,1750.36,ACC_7020,Booking for Wernham Hogg,VEND_22,JRN-4864,olsontimothy
GL_1354,2026-08-15,4562.3,ACC_5020,Booking for Sirius Cybernetics,VEND_29,JRN-5022,brittanyholland
GL_1355,2026-08-24,3853.18,ACC_6020,Booking for Momcorp Industries,VEND_33,JRN-4314,cjohnson
GL_1357,2026-08-08,1557.01,ACC_8020,Booking for Wernham Hogg,VEND_22,JRN-1569,ashleymartin
GL_1358,2026-08-11,1981.93,ACC_8020,Booking for Hooli Services,VEND_12,JRN-4946,macdonalddylan
GL_1359,2026-08-24,4423.68,ACC_5010,Booking for Los Pollos Dist.,VEND_14,JRN-2289,jonathanwhite
GL_1360,2026-08-12,1497.18,ACC_7020,Booking for Soylent Industries,VEND_08,JRN-9183,kgreene
GL_1361,2026-08-09,4945.15,ACC_7020,Booking for Umbrella Corp,VEND_07,JRN-1458,johnsjessica
GL_1362,2026-08-25,927.38,ACC_6010,Booking for Pawnee Power,VEND_39,JRN-5375,stacey37
GL_1363,2026-08-01,1910.75,ACC_6010,Booking for Massive Dynamic,VEND_19,JRN-8649,kdillon
GL_1364,2026-08-10,4598.18,ACC_7020,Booking for Soylent Industries,VEND_08,JRN-5400,mariaburke
GL_1365,2026-08-24,3376.71,ACC_7020,Booking for Delos Hospitality,VEND_23,JRN-6420,cindydixon
GL_1366,2026-08-08,2584.59,ACC_7020,Booking for Rekall Solutions,VEND_18,JRN-5395,jennifercooper
GL_1367,2026-08-14,592.15,ACC_8020,Booking for Omni Consumer,VEND_34,JRN-6496,ecarlson
GL_1368,2026-08-22,4204.41,ACC_5020,Booking for Stark Logistics,VEND_03,JRN-6906,nicholasanderson
GL_1370,2026-08-24,2533.96,ACC_5020,Booking for Vandelay Trading,VEND_09,JRN-8153,harrismichele
GL_1371,2026-08-17,4300.07,ACC_6020,Booking for Los Pollos Dist.,VEND_14,JRN-8736,mserrano
GL_1372,2026-08-02,2148.98,ACC_6020,Booking for Nakatomi Trading,VEND_17,JRN-7439,thompsonrachel
GL_1373,2026-08-17,3319.01,ACC_7020,Booking for Hooli Services,VEND_12,JRN-9237,richamanda
GL_1374,2026-08-10,3373.08,ACC_7020,Booking for Veridian Dynamics,VEND_32,JRN-2041,davisdonna
GL_1375,2026-08-04,1172.76,ACC_6020,Booking for Massive Dynamic,VEND_19,JRN-4418,princekimberly
GL_1376,2026-08-15,4785.95,ACC_6020,Booking for Soylent Industries,VEND_08,JRN-3072,xboyd
GL_1377,2026-08-20,2118.81,ACC_5010,Booking for Sterling Cooper,VEND_16,JRN-3901,wolferoy
GL_1378,2026-08-18,3881.81,ACC_6020,Booking for Nakatomi Trading,VEND_17,JRN-5678,yclarke
GL_1379,2026-08-09,4570.66,ACC_5010,Booking for Rekall Solutions,VEND_18,JRN-6440,brianna91
GL_1380,2026-08-14,1184.42,ACC_8020,Booking for Pied Piper Tech,VEND_11,JRN-6019,eanderson
GL_1381,2026-08-04,4744.6,ACC_8010,Booking for Gekko Capital,VEND_40,JRN-2434,reneemiller
GL_1382,2026-08-26,1958.4,ACC_6020,Booking for Wernham Hogg,VEND_22,JRN-3336,ascott
GL_1383,2026-08-03,3309.16,ACC_6020,Booking for Omni Consumer,VEND_34,JRN-7081,lanedavid
GL_1384,2026-08-10,4026.3,ACC_8010,Booking for Tyrell Systems,VEND_24,JRN-7247,brooksjamie
GL_1385,2026-08-01,3800.1,ACC_7020,Booking for Omni Consumer,VEND_34,JRN-5949,robert12
GL_1386,2026-08-10,1577.56,ACC_8020,Booking for Prestige Worldwide,VEND_15,JRN-4924,qpearson
GL_1387,2026-08-26,1951.5,ACC_5010,Booking for Primatech Paper,VEND_26,JRN-8425,melissa69
GL_1388,2026-08-03,2572.1,ACC_6020,Booking for Dharma Provisions,VEND_27,JRN-3239,cheryl63
GL_1390,2026-08-17,3743.07,ACC_5020,Booking for Buy n Large Corp,VEND_20,JRN-7028,jarnold
GL_1391,2026-08-10,2204.72,ACC_8020,Booking for Prestige Worldwide,VEND_15,JRN-2944,jwhite
GL_1392,2026-08-01,4966.45,ACC_6020,Booking for Primatech Paper,VEND_26,JRN-3975,tking
GL_1393,2026-08-19,4878.43,ACC_7020,Booking for Primatech Paper,VEND_26,JRN-3007,kim62
GL_1394,2026-08-11,804.48,ACC_6010,Booking for Initech Solutions,VEND_06,JRN-1862,adkinssean
GL_1395,2026-08-05,2075.66,ACC_8020,Booking for Frobozz Electric,VEND_31,JRN-5338,craigromero
GL_1396,2026-08-25,1238.91,ACC_8010,Booking for Veridian Dynamics,VEND_32,JRN-9920,lauren90
GL_1397,2026-08-12,3476.09,ACC_5020,Booking for Pawnee Power,VEND_39,JRN-3579,paulfields
GL_1398,2026-08-16,1633.78,ACC_6020,Booking for Sterling Cooper,VEND_16,JRN-2906,morrowthomas
GL_1399,2026-08-14,3526.35,ACC_6020,Booking for Weyland Industries,VEND_25,JRN-6189,qdavis
GL_1400,2026-08-07,2244.25,ACC_6020,Booking for Soylent Industries,VEND_08,JRN-4497,nathanlynch
GL_1401,2026-08-24,4383.65,ACC_5010,Booking for Dharma Provisions,VEND_27,JRN-8418,zarias
GL_1402,2026-08-17,1679.69,ACC_7020,Booking for Tyrell Systems,VEND_24,JRN-7760,jennifer90
GL_1403,2026-08-17,3062.14,ACC_5020,Booking for Frobozz Electric,VEND_31,JRN-8502,daniellegonzales
GL_1404,2026-08-24,3628.64,ACC_5020,Booking for Vandelay Trading,VEND_09,JRN-2708,melissagalvan
GL_1405,2026-08-14,978.21,ACC_8020,Booking for Frobozz Electric,VEND_31,JRN-1296,james98
GL_1406,2026-08-18,2347.11,ACC_5010,Booking for Umbrella Corp,VEND_07,JRN-9751,christinacraig
GL_1407,2026-08-21,2838.86,ACC_8010,Booking for Prestige Worldwide,VEND_15,JRN-6837,john02
GL_1408,2026-08-14,2963.61,ACC_5010,Booking for Buy n Large Corp,VEND_20,JRN-2300,sheakimberly
GL_1409,2026-08-09,2849.45,ACC_6020,Booking for Bluth Builders,VEND_13,JRN-9994,elizabeth69
GL_1410,2026-08-09,2862.12,ACC_8010,Booking for Vandelay Trading,VEND_09,JRN-5601,aprilmclaughlin
GL_1411,2026-08-26,3712.92,ACC_6020,Booking for Gekko Capital,VEND_40,JRN-5577,calhounandrea
GL_1412,2026-08-04,4654.78,ACC_7020,Booking for Gekko Capital,VEND_40,JRN-9281,michael43
GL_1413,2026-08-02,771.71,ACC_8020,Booking for Sirius Cybernetics,VEND_29,JRN-9160,shawnpowell
GL_1414,2026-08-18,2026.91,ACC_5010,Booking for Weyland Industries,VEND_25,JRN-2842,greenrichard
